txn_id,client_id,adviser_id,product_id,txn_date,gross_amount,fee_amount,currency,is_refund
T0004816,C00056,ADV058,PRD0032,11/06/2025,4363.05,143.33,GBP,N
T0004817,C00339,ADV033,PRD0014,2025-04-24,3478.56,15.91,GBP,N
T0004818,C00455,ADV012,,2024-12-29,2723.42,37.23,GBP,N
T0004819,C00275,ADV029,PRD0011,2024-07-31,7882.62,168.18,GBP,N
T0004820,C00263,ADV036,PRD0028,25/04/2024,229.78,1.98,GBP,N
T0004821,C00242,ADV021,PRD0040,2025-10-01,815.21,7.96,GBP,N
T0004822,C00458,ADV033,PRD0016,01/04/2024,5463.06,186.92,GBP,N
T0004823,C00275,ADV029,PRD0023,2024-12-15,3241.6,6.48,GBP,N
T0004824,C00258,ADV018,PRD0037,04/05/2024,1787.7,19.53,GBP,N
T0004825,C00301,ADV047,PRD0036,27/10/2025,2313.24,29.93,GBP,N
T0004826,C00422,ADV044,PRD0020,01/03/2025,7361.25,336.09,GBP,N
T0004827,C00428,ADV026,PRD0028,05/06/2024,5282.55,99.76,GBP,N
T0004828,C00117,ADV046,PRD0034,2024-04-14,4127.42,54.16,GBP,N
T0004829,C00150,ADV027,PRD0027,2024-07-12,787.66,8.11,GBP,N
T0004830,C00265,ADV055,PRD0019,2025-04-19,8619.56,120.07,GBP,N
T0004831,C00272,ADV025,PRD0039,2025-10-30,1955.13,64.99,GBP,N
T0004832,C00147,ADV035,PRD0005,07/08/2024,6097.73,107.42,GBP,N
T0004833,C00024,ADV031,PRD0025,11/10/2025,5647.33,142.94,GBP,N
T0004834,C00309,ADV032,PRD0014,2025-04-27,824.6,9.78,GBP,N
T0004835,C00039,ADV034,PRD0019,2024-08-30,1079.52,35.25,GBP,N
T0004836,C00070,ADV047,PRD0034,03/03/2025,939.21,37.74,GBP,N
T0004837,C00088,ADV045,PRD0014,2025-09-03,1486.25,32.78,GBP,N
T0004838,C00462,ADV004,PRD0014,06/02/2025,6388.06,96.75,GBP,N
T0004839,C00427,,PRD0006,29/10/2025,10058.19,71.25,GBP,N
T0004840,C00331,ADV039,PRD0015,2025-01-28,4511.66,117.75,GBP,N
T0004841,C00239,ADV053,PRD0022,2025-08-20,3034.29,42.73,GBP,N
T0004842,C00311,ADV041,PRD0002,2024-08-04,1892.65,70.15,GBP,N
T0004843,C00281,ADV023,PRD0028,20/04/2025,13713.92,356.93,GBP,N
T0004844,C00272,ADV025,PRD0031,2024-08-03,3567.33,28.2,GBP,N
T0004845,C00359,ADV059,PRD0015,2024-10-20,1716.67,19.02,GBP,N
T0004846,C00279,ADV012,PRD0013,08/12/2025,3680.81,35.02,GBP,N
T0004847,C00072,ADV047,PRD0019,02/07/2024,5939.88,163.87,GBP,N
T0004848,C00308,ADV037,PRD0006,15/11/2024,2478.17,91.07,GBP,N
T0004849,C00146,ADV050,PRD0004,2024-08-24,2408.1,56.97,GBP,N
T0004850,C00443,ADV057,PRD0011,2024-04-17,934.05,12.55,GBP,N
T0004851,C00223,ADV005,PRD0006,2025-09-12,5703.95,186.75,GBP,N
T0004852,C00419,ADV003,PRD0038,30/01/2025,1876.92,35.12,GBP,N
T0004853,C00308,ADV037,PRD0039,02/12/2025,6249.63,146.8,GBP,N
T0004854,C00318,ADV044,PRD0028,08/04/2025,4017.75,28.97,GBP,N
T0004855,C00234,ADV011,PRD0023,2024-09-15,4291.35,91.58,GBP,N
T0004856,C00440,ADV001,PRD0010,12/02/2025,2013.19,48.99,GBP,N
T0004857,C00023,ADV050,PRD0009,29/01/2025,5332.02,42.16,GBP,N
T0004858,C00388,ADV044,PRD0039,2025-09-11,1294.74,36.85,GBP,N
T0004859,C00151,ADV018,PRD0032,2025-02-16,4130.85,112.89,GBP,N
T0004860,C00299,ADV054,PRD0040,2025-11-06,13920.35,381.42,GBP,N
T0004861,C00461,ADV049,PRD0010,21/03/2025,26052.43,52.1,GBP,N
T0004862,C00190,ADV013,PRD0001,2024-12-13,1400.18,54.06,GBP,N
T0004863,C00315,ADV001,PRD0036,2025-04-14,5609.41,88.93,GBP,N
T0004864,C00176,ADV023,PRD0028,11/02/2025,-3772.9,-70.26,GBP,Y
T0004865,C00209,ADV047,PRD0007,15/08/2024,2652.29,18.27,GBP,N
T0004866,C00096,ADV050,PRD0032,2024-08-18,7308.17,118.13,GBP,N
T0004867,C00141,ADV001,PRD0009,2025-11-20,1143.61,19.77,GBP,N
T0004868,C00407,ADV013,PRD0016,05/06/2024,6087.73,192.43,GBP,N
T0004869,C00495,ADV035,PRD0037,2025-04-18,1647.31,14.08,GBP,N
T0004870,C00485,ADV034,PRD0026,28/04/2025,12008.01,273.7,GBP,N
T0004871,C00157,ADV049,PRD0008,12/08/2024,4732.47,116.52,GBP,N
T0004872,C00452,ADV059,PRD0024,2025-10-17,32663.11,577.45,GBP,N
T0004873,C00219,ADV020,PRD0004,06/06/2025,10928.48,214.7,GBP,N
T0004874,C00307,ADV045,PRD0025,2024-04-18,4376.89,103.7,GBP,N
T0004875,C00305,ADV047,PRD0035,2025-05-02,1139.23,4.11,GBP,N
T0004876,C00487,ADV045,PRD0040,2024-04-23,424.71,6.84,GBP,N
T0004877,C00456,ADV044,PRD0009,2024-06-26,4398.61,61.85,GBP,N
T0004878,C00014,ADV043,PRD0025,2025-07-18,2763.44,60.07,GBP,N
T0004879,C00320,ADV006,PRD0022,08/09/2025,8677.25,358.17,GBP,N
T0004880,C00374,ADV060,PRD0032,30/05/2025,1697.44,18.76,GBP,N
T0004881,C00021,ADV032,PRD0003,2024-12-18,3930.98,153.43,GBP,N
T0004882,C00293,ADV027,PRD0040,2024-09-22,1990.39,27.8,GBP,N
T0004883,C00103,ADV036,PRD0027,12/11/2025,5149.34,105.83,GBP,N
T0004884,C00185,ADV010,PRD0001,30/03/2024,5012.86,126.03,GBP,N
T0004885,C00340,ADV023,PRD0017,2025-09-21,1005.6,2.01,GBP,N
T0004886,C00071,ADV005,PRD0030,2025-02-18,3664.65,135.02,GBP,N
T0004887,C00229,ADV059,PRD0017,2024-12-02,9509.24,209.51,GBP,N
T0004888,C00191,ADV035,PRD0013,26/01/2025,5145.08,115.31,GBP,N
T0004889,C00467,ADV028,PRD0030,2025-09-20,11147.78,437.64,GBP,N
T0004890,C00029,ADV017,PRD0020,21/03/2024,1777.6,30.57,GBP,N
T0004891,C00453,ADV033,PRD0030,04/04/2025,791.94,18.99,GBP,N
T0004892,C00160,ADV020,PRD0039,04/08/2024,1814.48,10.67,GBP,N
T0004893,C00336,ADV005,PRD0007,28/09/2025,1275.48,34.49,GBP,N
T0004894,C00257,ADV021,PRD0025,2024-12-16,15749.68,294.08,GBP,N
T0004895,C00077,ADV055,PRD0015,06/10/2025,4110.13,72.65,GBP,N
T0004896,C00021,ADV032,PRD0009,2024-05-21,8060.78,145.1,GBP,N
T0004897,C00489,ADV019,PRD0004,29/08/2025,14367.33,420.62,GBP,N
T0004898,C00380,ADV002,PRD0039,21/02/2025,4499.93,66.55,GBP,N
T0004899,C00151,ADV018,PRD0035,26/03/2025,571.49,15.94,GBP,N
T0004900,C00469,ADV031,PRD0002,09/01/2025,481.82,11.01,GBP,N
T0004901,C00472,ADV056,PRD0027,10/03/2025,6846.23,13.69,GBP,N
T0004902,C00358,ADV015,PRD0003,06/07/2025,7635.7,182.87,GBP,N
T0004903,C00223,ADV005,PRD0010,09/11/2025,1367.82,32.46,GBP,N
T0004904,C00499,ADV048,PRD0030,19/11/2025,5501.98,73.48,GBP,N
T0004905,C00233,ADV057,PRD0010,2025-07-10,6010.3,81.28,GBP,N
T0004906,C00499,ADV048,PRD0019,03/12/2024,4042.63,78.38,GBP,N
T0004907,C00263,ADV036,PRD0007,2025-11-16,1143.64,28.59,GBP,N
T0004908,C00397,ADV015,PRD0007,10/01/2025,10289.46,250.48,GBP,N
T0004909,C00383,ADV059,PRD0031,17/04/2025,1482.83,7.82,GBP,N
T0004910,C00121,ADV008,PRD0017,11/05/2025,5631.44,112.41,GBP,N
T0004911,C00449,ADV033,PRD0024,2025-09-17,1001.8,5.66,GBP,N
T0004912,C00149,ADV033,PRD0016,2025-03-23,1636.24,35.11,GBP,N
T0004913,C00270,ADV039,PRD0034,2025-02-18,7514.17,174.8,GBP,N
T0004914,C00287,ADV042,PRD0037,2025-07-30,1450.82,17.08,GBP,N
T0004915,C00213,ADV012,PRD0019,02/04/2025,891.7,14.7,GBP,N
T0004916,C00063,ADV006,PRD0024,29/04/2024,3231.82,6.46,GBP,N
T0004917,C00327,ADV026,PRD0025,2024-01-13,3048.58,47.22,GBP,N
T0004918,C00009,ADV058,PRD0037,2025-04-26,1293.33,2.59,GBP,N
T0004919,C00380,ADV002,PRD0009,09/02/2025,-4899.03,-87.1,GBP,Y
T0004920,C00362,ADV009,PRD0001,28/10/2024,5964.8,133.75,GBP,N
T0004921,C00013,ADV050,PRD0017,2025-08-03,4347.39,90.07,GBP,N
T0004922,C00175,ADV003,PRD0006,20/06/2024,15908.12,470.77,GBP,N
T0004923,C00388,ADV044,PRD0015,2024-03-21,2139.75,47.82,GBP,N
T0004924,C00293,ADV027,PRD0007,2025-06-21,11371.36,258.57,GBP,N
T0004925,C00426,ADV018,PRD0017,15/11/2025,3199.38,56.05,GBP,N
T0004926,C00026,ADV045,PRD0028,2025-12-20,1045.5,28.82,GBP,N
T0004927,C00347,ADV040,PRD0036,10/06/2025,1097.69,15.99,GBP,N
T0004928,C00309,ADV032,PRD0034,22/06/2025,-865.04,-32.11,GBP,Y
T0004929,C00346,ADV039,PRD0039,2025-05-25,608.36,10.94,GBP,N
T0004930,C00285,ADV030,PRD0021,03/05/2025,4703.68,119.35,GBP,N
T0004931,C00484,ADV050,PRD0015,16/11/2025,767.69,14.83,GBP,N
T0004932,C00406,ADV043,PRD0009,2025-09-22,2549.28,74.03,GBP,N
T0004933,C00058,ADV019,PRD0019,07/03/2025,3750.3,47.23,GBP,N
T0004934,C00031,ADV059,PRD0016,07/08/2024,2776.93,67.45,GBP,N
T0004935,C00446,ADV037,PRD0010,19/08/2024,7502.71,88.61,GBP,N
T0004936,C00344,ADV036,PRD0017,2024-01-09,1189.53,43.28,GBP,N
T0004937,C00171,ADV011,PRD0015,2025-08-05,1505.25,21.1,GBP,N
T0004938,C00198,ADV038,PRD0010,2025-12-13,8820.01,159.72,GBP,N
T0004939,C00149,ADV033,PRD0025,2025-07-05,8519.54,59.74,GBP,N
T0004940,C00459,ADV040,PRD0038,26/01/2025,3170.01,41.57,GBP,N
T0004941,C00005,ADV048,PRD0030,2025-01-04,1373.02,10.75,GBP,N
T0004942,C00038,ADV031,PRD0037,2025-02-12,1730.25,8.92,GBP,N
T0004943,C00452,ADV059,PRD0019,2025-04-21,6520.86,191.97,GBP,N
T0004944,C00069,ADV055,PRD0012,2024-12-17,16315.87,137.77,GBP,N
T0004945,C00343,ADV014,PRD0037,08/09/2024,1882.52,18.41,GBP,N
T0004946,C00421,ADV019,PRD0006,05/09/2024,2885.48,65.12,GBP,N
T0004947,C00414,ADV057,PRD0023,2024-03-08,1431.48,63.41,GBP,N
T0004948,C00098,ADV010,PRD0002,15/12/2024,8722.19,17.44,GBP,N
T0004949,C00274,ADV024,PRD0033,2024-02-11,3621.49,98.4,GBP,N
T0004950,C00455,ADV012,PRD0017,2024-10-12,4994.42,99.63,GBP,N
T0004951,C00362,ADV009,PRD0023,2025-02-13,1871.78,51.1,GBP,N
T0004952,C00465,ADV031,PRD0014,01/08/2025,9955.07,179.16,GBP,N
T0004953,C00406,ADV043,PRD0021,22/03/2025,5403.76,139.95,GBP,N
T0004954,C00241,ADV024,PRD0027,15/04/2025,8145.07,250.2,GBP,N
T0004955,C00340,ADV023,PRD0006,09/01/2024,2633.83,36.63,GBP,N
T0004956,C00472,ADV056,PRD0038,2024-05-14,1944.78,3.89,GBP,N
T0004957,C00010,ADV025,PRD0040,2025-07-03,4700.36,25.29,GBP,N
T0004958,C00462,ADV004,PRD0022,2025-10-03,4374.4,77.57,GBP,N
T0004959,C00341,ADV035,PRD0004,2025-06-28,10091.08,235.59,GBP,N
T0004960,C00396,ADV036,PRD0010,2024-10-15,9838.99,256.7,GBP,N
T0004961,C00266,ADV029,PRD0027,2024-11-24,1106.8,10.38,GBP,N
T0004962,C00097,ADV047,PRD0013,21/01/2025,650.0,12.14,GBP,N
T0004963,C00448,ADV014,PRD0018,25/09/2024,10105.27,158.06,GBP,N
T0004964,C00353,ADV019,PRD0010,18/12/2024,2375.83,54.62,GBP,N
T0004965,C00191,ADV035,PRD0016,2024-04-22,2309.63,49.93,GBP,N
T0004966,C00164,ADV003,PRD0005,29/11/2024,6341.13,70.6,GBP,N
T0004967,C00475,ADV052,PRD0010,30/03/2024,3864.57,114.61,GBP,N
T0004968,C00336,ADV005,PRD0031,2024-04-20,3574.33,30.95,GBP,N
T0004969,C00274,ADV024,PRD0031,04/12/2025,5150.98,197.64,GBP,N
T0004970,C00495,ADV035,PRD0020,20/07/2025,2588.54,49.12,GBP,N
T0004971,C00044,ADV035,PRD0028,28/06/2024,3097.38,78.2,GBP,N
T0004972,C00411,ADV024,PRD0036,06/02/2025,2325.99,40.27,GBP,N
T0004973,C00265,ADV055,PRD0005,2025-12-23,4534.14,133.6,GBP,N
T0004974,C00417,ADV023,PRD0003,2024-10-31,2126.84,22.04,GBP,N
T0004975,C00029,ADV017,PRD0009,2024-02-25,12877.02,68.02,GBP,N
T0004976,C00242,ADV021,PRD0022,2025-06-02,5142.37,139.35,GBP,N
T0004977,C00350,ADV005,PRD0014,2024-03-30,3250.55,6.5,GBP,N
T0004978,C00077,ADV055,PRD0011,10/04/2024,8385.14,24.61,GBP,N
T0004979,C00395,ADV028,PRD0017,06/11/2024,4722.26,132.11,GBP,N
T0004980,C00331,ADV039,PRD0027,2025-06-11,7389.26,174.91,GBP,N
T0004981,C00174,ADV046,PRD0006,03/08/2024,5935.77,163.49,GBP,N
T0004982,C00333,ADV057,PRD0011,2025-04-06,1119.03,8.67,GBP,N
T0004983,C00078,ADV025,PRD0022,06/09/2025,10063.97,20.13,GBP,N
T0004984,C00362,ADV009,PRD0032,2024-08-19,8582.52,17.17,GBP,N
T0004985,C00289,ADV043,PRD0004,2024-05-21,2584.82,20.09,GBP,N
T0004986,C00125,ADV023,PRD0036,2025-12-23,33628.48,1596.9,GBP,N
T0004987,C00444,ADV016,PRD0006,03/05/2024,1154.18,2.96,GBP,N
T0004988,C00082,ADV017,PRD0037,29/01/2025,9115.64,157.16,GBP,N
T0004989,C00235,ADV009,PRD0010,2024-04-01,-2800.16,-48.27,GBP,Y
T0004990,C00025,ADV015,PRD0021,20/04/2025,3411.45,108.74,GBP,N
T0004991,C00151,ADV018,PRD0031,2025-06-17,7989.55,191.32,GBP,N
T0004992,C00261,ADV001,PRD0018,16/11/2024,9094.01,187.58,GBP,N
T0004993,C00061,ADV056,PRD0019,2024-08-20,7545.91,233.91,GBP,N
T0004994,C00067,ADV017,PRD0003,2025-01-12,1077.19,14.37,GBP,N
T0004995,C00337,ADV030,PRD0010,05/11/2024,9499.99,240.23,GBP,N
T0004996,C00077,ADV055,PRD0005,2024-12-24,2034.36,51.03,GBP,N
T0004997,C00456,ADV044,PRD0001,06/10/2024,3161.94,20.7,GBP,N
T0004998,C00445,ADV054,PRD0017,12/07/2024,4293.98,57.9,GBP,N
T0004999,C00061,ADV056,PRD0026,2024-11-07,1073.2,12.38,GBP,N
T0005000,C00123,ADV020,PRD0035,28/10/2024,9935.51,149.97,GBP,N
T0005001,C00071,ADV005,PRD0003,23/01/2025,3055.43,56.88,GBP,N
T0005002,C00177,ADV004,PRD0007,2025-10-09,1364.06,16.39,GBP,N
T0005003,C00120,ADV054,PRD0040,2025-07-28,2073.78,36.2,GBP,N
T0005004,C00035,ADV034,PRD0019,2024-02-16,1177.86,11.83,GBP,N
T0005005,C00137,ADV060,PRD0024,2025-11-25,1290.73,15.72,GBP,N
T0005006,C00482,ADV021,PRD0007,2025-09-17,5046.21,134.81,GBP,N
T0005007,C00151,ADV018,PRD0021,2024-06-09,5705.93,108.45,GBP,N
T0005008,C00009,ADV037,PRD0006,2025-06-17,11552.07,215.44,GBP,N
T0005009,C00318,ADV044,PRD0018,2025-09-27,28550.51,364.16,GBP,N
T0005010,C00227,ADV008,PRD0009,2025-03-30,7817.72,15.64,GBP,N
T0005011,C00345,ADV034,PRD0035,03/12/2024,427.53,1.6,GBP,N
T0005012,C00009,ADV043,PRD0007,19/09/2025,6901.07,167.6,GBP,N
T0005013,C00132,ADV053,PRD0008,2024-06-06,4741.63,207.67,GBP,N
T0005014,C00014,ADV043,PRD0038,19/10/2025,6699.06,230.07,GBP,N
T0005015,C00088,ADV045,PRD0026,2024-02-01,8221.14,130.81,GBP,N
T0005016,C00317,ADV008,PRD0030,2024-01-07,4390.93,82.77,GBP,N
T0005017,C00127,ADV051,PRD0027,21/01/2025,8648.31,158.32,GBP,N
T0005018,C00038,ADV031,PRD0008,2025-10-16,7105.43,142.94,GBP,N
T0005019,C00492,ADV056,PRD0013,2025-12-15,25295.41,497.99,GBP,N
T0005020,C00363,ADV014,PRD0010,2024-05-27,2098.99,22.05,GBP,N
T0005021,C00323,ADV022,PRD0014,2025-07-11,-1548.69,-39.02,GBP,Y
T0005022,C00489,ADV019,PRD0039,2025-11-22,3125.68,131.85,GBP,N
T0005023,C00496,ADV009,PRD0004,2024-03-02,35628.44,343.03,GBP,N
T0005024,C00415,ADV060,PRD0009,06/03/2024,612.43,9.21,GBP,N
T0005025,C00395,ADV028,PRD0015,2024-12-25,-3071.52,-75.0,GBP,Y
T0005026,C00148,ADV004,PRD0032,17/12/2024,1346.44,13.84,GBP,N
T0005027,C00190,ADV013,PRD0019,2024-12-10,3395.14,69.49,GBP,N
T0005028,C00499,,PRD0033,27/08/2025,5310.85,79.5,GBP,N
T0005029,C00107,ADV001,PRD0033,03/01/2024,1592.63,6.63,GBP,N
T0005030,C00375,ADV058,PRD0036,31/05/2024,11169.05,396.31,GBP,N
T0005031,C00321,ADV013,PRD0008,30/03/2024,22769.24,45.54,GBP,N
T0005032,C00185,ADV010,PRD0022,07/05/2024,2460.68,63.31,GBP,N
T0005033,C00079,ADV028,PRD0038,26/05/2025,8133.54,181.83,GBP,N
T0005034,C00238,ADV001,PRD0039,27/03/2025,1643.08,38.95,GBP,N
T0005035,C00099,ADV036,PRD0036,2025-11-10,1429.63,31.19,GBP,N
T0005036,C00433,ADV059,PRD0025,2024-03-14,7341.46,262.8,GBP,N
T0005037,C00409,ADV047,PRD0006,13/10/2025,7313.87,214.55,GBP,N
T0005038,C00045,ADV013,PRD0004,24/03/2025,1382.6,25.35,GBP,N
T0005039,C00440,ADV001,PRD0001,2025-03-17,6485.8,150.32,GBP,N
T0005040,C00122,ADV022,PRD0033,16/08/2024,13267.43,415.8,GBP,N
T0005041,C00057,ADV023,PRD0017,21/02/2024,-2230.72,-85.58,GBP,Y
T0005042,C00386,ADV048,PRD0023,2024-09-08,911.07,9.57,GBP,N
T0005043,C00022,ADV060,PRD0011,13/08/2025,4859.36,94.82,GBP,N
T0005044,C00377,ADV041,PRD0040,25/06/2025,9481.91,59.7,GBP,N
T0005045,C00430,ADV038,PRD0021,19/02/2025,3668.2,56.93,GBP,N
T0005046,C00030,ADV050,PRD0010,2024-01-19,6317.09,129.02,GBP,N
T0005047,C00453,ADV033,PRD0011,2024-11-10,2290.55,25.75,GBP,N
T0005048,C00260,ADV001,PRD0010,2024-08-27,4679.85,84.82,GBP,N
T0005049,C00336,ADV005,PRD0024,2024-10-09,2919.69,88.6,GBP,N
T0005050,C00233,ADV057,PRD0029,21/05/2024,4381.53,77.99,GBP,N
T0005051,C00431,ADV038,PRD0037,2024-10-23,7012.47,114.2,GBP,N
T0005052,C00130,ADV034,PRD0011,2024-10-27,3523.33,7.78,GBP,N
T0005053,C00038,ADV031,PRD0031,2025-04-06,3295.52,66.19,GBP,N
T0005054,C00392,ADV024,PRD0009,2025-09-12,927.26,14.12,GBP,N
T0005055,C00328,ADV055,PRD0004,2025-11-08,679.08,19.83,GBP,N
T0005056,C00193,ADV023,PRD0009,05/04/2025,2196.17,16.27,GBP,N
T0005057,C00274,ADV024,PRD0022,2025-01-29,3557.24,79.02,GBP,N
T0005058,C00294,ADV018,PRD0002,06/11/2024,2567.51,35.91,GBP,N
T0005059,C00332,ADV044,PRD0006,13/11/2025,3692.6,104.69,GBP,N
T0005060,C00231,ADV003,PRD0011,2025-07-02,2737.25,59.92,GBP,N
T0005061,C00044,ADV035,PRD0037,2024-01-29,2432.67,17.07,GBP,N
T0005062,C00279,ADV012,PRD0016,08/11/2025,2073.48,23.41,GBP,N
T0005063,C00337,ADV030,PRD0033,07/03/2024,3279.64,129.26,GBP,N
T0005064,C00142,ADV009,PRD0020,15/01/2025,6810.33,196.93,GBP,N
T0005065,C00318,ADV044,PRD0017,2025-10-11,2790.08,62.13,GBP,N
T0005066,C00486,ADV038,PRD0008,2025-03-01,832.11,14.27,GBP,N
T0005067,C00415,ADV060,PRD0026,2024-05-23,1670.09,29.89,GBP,N
T0005068,C00453,ADV033,PRD0015,13/02/2024,-1625.14,-22.62,GBP,Y
T0005069,C00421,ADV019,PRD0013,2025-05-27,3961.34,55.46,GBP,N
T0005070,C00324,ADV026,PRD0039,2025-11-09,8704.23,165.04,GBP,N
T0005071,C00314,ADV060,PRD0010,09/07/2024,307.64,7.2,GBP,N
T0005072,C00003,ADV049,PRD0012,2024-10-18,1824.95,5.31,GBP,N
T0005073,C00369,ADV021,PRD0035,26/02/2024,1917.18,5.69,GBP,N
T0005074,C00205,ADV051,PRD0022,2024-06-22,25743.27,520.02,GBP,N
T0005075,C00321,ADV013,PRD0030,2024-03-28,1890.68,29.19,GBP,N
T0005076,C00425,ADV053,PRD0023,2024-09-07,5743.62,75.44,GBP,N
T0005077,C00122,ADV022,PRD0029,21/03/2024,13995.32,426.42,GBP,N
T0005078,C00356,ADV018,PRD0007,2024-10-19,2327.11,57.27,GBP,N
T0005079,C00355,ADV007,PRD0018,05/08/2025,3095.89,42.55,GBP,N
T0005080,C00361,ADV032,PRD0008,15/08/2025,3409.41,29.43,GBP,N
T0005081,C00073,ADV039,PRD0005,2024-10-05,4316.03,96.81,GBP,N
T0005082,C00433,ADV059,PRD0005,2025-11-03,1731.56,43.59,GBP,N
T0005083,C00245,ADV032,PRD0013,24/10/2024,4014.24,8.03,GBP,N
T0005084,C00013,ADV050,PRD0019,19/10/2024,2204.75,53.3,GBP,N
T0005085,C00453,ADV033,PRD0006,2025-06-11,1876.12,69.83,GBP,N
T0005086,C00380,ADV002,PRD0039,2024-11-27,13474.45,320.61,GBP,N
T0005087,C00077,ADV055,PRD0026,2024-12-06,937.04,27.07,GBP,N
T0005088,C00440,ADV001,PRD0034,2024-07-31,8469.7,96.62,GBP,N
T0005089,C00266,ADV029,PRD0019,2025-08-16,2999.97,68.12,GBP,N
T0005090,C00102,ADV033,PRD0017,10/03/2025,3362.59,85.0,GBP,N
T0005091,C00328,ADV055,PRD0029,21/04/2024,1997.17,72.04,GBP,N
T0005092,C00336,ADV005,PRD0019,01/10/2025,4042.35,64.65,GBP,N
T0005093,C00425,ADV053,PRD0016,01/01/2024,6093.49,109.61,GBP,N
T0005094,C00215,ADV054,PRD0039,02/08/2024,1375.02,51.26,GBP,N
T0005095,C00023,ADV050,PRD0019,28/01/2025,5902.79,76.45,GBP,N
T0005096,C00426,ADV018,PRD0017,2025-07-21,541.16,12.18,GBP,N
T0005097,C00500,ADV006,PRD0014,2024-09-24,1648.61,32.36,GBP,N
T0005098,C00301,ADV047,PRD0028,12/07/2024,1075.61,9.36,GBP,N
T0005099,C00116,ADV009,PRD0033,2025-06-13,2727.19,69.0,GBP,N
T0005100,C00097,ADV047,PRD0033,31/03/2025,6132.82,109.56,GBP,N
T0005101,C00299,ADV054,PRD0019,2024-01-06,1804.4,31.48,GBP,N
T0005102,C00398,ADV023,PRD0022,2024-09-27,4476.08,159.85,GBP,N
T0005103,C00295,ADV017,PRD0005,2025-10-18,3004.96,6.01,GBP,N
T0005104,C00149,ADV033,PRD0010,23/08/2024,10949.84,244.06,GBP,N
T0005105,C00163,ADV021,PRD0033,06/05/2024,678.98,12.76,GBP,N
T0005106,C00321,ADV013,PRD0015,2025-08-07,726.69,16.32,GBP,N
T0005107,C00308,ADV037,PRD0015,2024-05-05,2692.02,46.67,GBP,N
T0005108,C00278,ADV057,PRD0034,11/04/2025,593.53,8.12,GBP,N
T0005109,C00240,ADV050,PRD0008,16/07/2025,3856.96,77.94,GBP,N
T0005110,C00352,ADV001,PRD0014,18/03/2025,4009.81,98.54,GBP,N
T0005111,C00484,ADV050,PRD0012,2024-12-25,1492.13,39.87,GBP,N
T0005112,C00370,ADV024,PRD0016,08/06/2025,1641.87,24.73,GBP,N
T0005113,C00458,ADV033,PRD0017,2024-10-22,4268.18,106.01,GBP,N
T0005114,C00234,ADV011,PRD0005,04/06/2025,4900.81,89.82,GBP,N
T0005115,C00080,ADV060,PRD0003,2025-02-27,2737.27,37.21,GBP,N
T0005116,C00160,ADV020,PRD0013,26/02/2024,5780.4,155.27,GBP,N
T0005117,C00033,ADV033,PRD0023,12/06/2025,1873.31,44.12,GBP,N
T0005118,C00244,ADV058,PRD0010,31/01/2025,4239.8,115.83,GBP,N
T0005119,C00456,ADV044,PRD0003,2024-11-26,9193.6,164.94,GBP,N
T0005120,C00352,ADV001,PRD0018,2024-05-08,8425.18,45.79,GBP,N
T0005121,C00235,ADV009,PRD0007,2025-09-04,1421.66,41.94,GBP,N
T0005122,C00197,ADV004,PRD0035,02/04/2025,1648.57,32.02,GBP,N
T0005123,C00087,ADV010,PRD0027,2024-09-28,1652.53,18.68,GBP,N
T0005124,C00344,ADV036,PRD0027,2025-12-30,4107.68,33.19,GBP,N
T0005125,C00201,ADV047,PRD0011,2024-03-22,5092.12,134.01,GBP,N
T0005126,C00271,ADV046,PRD0035,23/05/2025,1145.41,25.95,GBP,N
T0005127,C00110,ADV022,PRD0020,13/11/2024,1158.93,33.81,GBP,N
T0005128,C00480,ADV022,PRD0021,2024-09-03,4013.93,84.23,GBP,N
T0005129,C00004,ADV015,PRD0003,2025-04-03,413.78,5.29,GBP,N
T0005130,C00448,ADV014,PRD0033,2025-10-30,7821.32,117.52,GBP,N
T0005131,C00470,ADV038,PRD0007,2024-01-05,3263.57,79.57,GBP,N
T0005132,C00358,ADV015,PRD0040,10/04/2024,1599.1,15.86,GBP,N
T0005133,C00350,ADV005,PRD0016,29/03/2024,8180.19,149.21,GBP,N
T0005134,C00001,ADV059,PRD0017,29/08/2024,3312.4,49.39,GBP,N
T0005135,C00273,ADV023,PRD0015,2024-03-25,1871.42,29.29,GBP,N
T0005136,C00495,ADV035,PRD0018,11/02/2025,24840.12,1250.52,GBP,N
T0005137,C00402,ADV056,PRD0008,2025-11-16,3355.08,6.71,GBP,N
T0005138,C00076,ADV013,PRD0039,2024-02-25,-3693.96,-84.11,GBP,Y
T0005139,C00117,ADV046,PRD0031,07/02/2024,4630.21,43.17,GBP,N
T0005140,C00335,ADV026,PRD0034,01/09/2025,3120.57,126.57,GBP,N
T0005141,C00347,ADV040,PRD0034,2024-07-30,5656.92,96.63,GBP,N
T0005142,C00404,ADV047,PRD0002,14/12/2024,2246.01,40.48,GBP,N
T0005143,C00220,ADV035,PRD0031,2025-03-20,7535.58,181.37,GBP,N
T0005144,C00024,ADV031,PRD0026,2025-09-13,4104.25,107.57,GBP,N
T0005145,C00488,ADV050,PRD0028,2025-08-23,-3916.19,-72.76,GBP,Y
T0005146,C00274,ADV024,PRD0034,2025-03-12,8578.35,278.01,GBP,N
T0005147,C00341,ADV035,PRD0010,2025-09-10,1240.01,25.05,GBP,N
